title,location,av_sal_yr,low_sal,high_sal
Data Scientist salaries,"Canton, Ohio","$84,500 ","$62,800 ","$114,000 "
Data Scientist salaries,"Rockford, Illinois","$91,100 ","$67,800 ","$122,000 "
Data Scientist salaries,"St. Cloud, Minnesota","$89,600 ","$68,300 ","$118,000 "
Data Scientist salaries,"York, Pennsylvania","$90,600 ","$68,000 ","$121,000 "
Data Scientist salaries,"Eugene, Oregon","$91,700 ","$67,400 ","$125,000 "
Data Scientist salaries,"South Bend, Indiana","$85,900 ","$65,200 ","$113,000 "
Data Scientist salaries,"Columbia, Missouri","$82,400 ","$61,000 ","$111,000 "
Data Scientist salaries,"Asheville, North Carolina","$83,300 ","$62,400 ","$111,000 "
Data Scientist salaries,"Lakeland, Florida","$85,800 ","$64,200 ","$115,000 "
Data Scientist salaries,"Elkhart, Indiana","$86,200 ","$64,500 ","$115,000 "
Data Scientist salaries,"Pocatello, Idaho","$83,800 ","$61,600 ","$114,000 "
Data Scientist salaries,"Reading, Pennsylvania","$92,200 ","$68,600 ","$124,000 "
Data Scientist salaries,"Stockton, California","$106,000 ","$78,400 ","$144,000 "
Data Scientist salaries,"Gainesville, Florida","$85,700 ","$62,400 ","$118,000 "
Data Scientist salaries,"Shreveport, Louisiana","$87,300 ","$63,400 ","$120,000 "
Data Scientist salaries,"Corpus Christi, Texas","$95,200 ","$68,000 ","$133,000 "
Data Scientist salaries,"Topeka, Kansas","$82,400 ","$61,100 ","$111,000 "
Data Scientist salaries,"Ithaca, New York","$91,500 ","$68,400 ","$122,000 "
Data Scientist salaries,"Bismarck, North Dakota","$103,000 ","$75,500 ","$140,000 "
Data Scientist salaries,"Daytona Beach, Florida","$82,500 ","$62,000 ","$110,000 "
Data Scientist salaries,"Amarillo, Texas","$88,600 ","$65,100 ","$120,000 "
Data Scientist salaries,"Hickory/Lenoir, North Carolina","$84,900 ","$63,100 ","$114,000 "
Data Scientist salaries,"Wilmington, North Carolina","$85,600 ","$62,500 ","$117,000 "
Data Scientist salaries,"Pensacola, Florida","$83,900 ","$62,300 ","$113,000 "
Data Scientist salaries,"Montgomery, Alabama","$86,200 ","$63,000 ","$118,000 "
Data Scientist salaries,"Macon, Georgia","$87,200 ","$63,700 ","$119,000 "
Data Scientist salaries,"Duluth, Minnesota","$89,300 ","$66,700 ","$120,000 "
Data Scientist salaries,"Beaumont/Port Arthur, Texas","$99,300 ","$69,200 ","$142,000 "
Data Scientist salaries,"Lubbock, Texas","$84,900 ","$61,100 ","$118,000 "
Data Scientist salaries,"Clarksville, Tennessee","$81,300 ","$59,200 ","$112,000 "
Data Scientist salaries,"Grand Junction, Colorado","$90,500 ","$67,000 ","$122,000 "
Data Scientist salaries,"Youngstown, Ohio","$83,600 ","$61,100 ","$114,000 "
Data Scientist salaries,"Lafayette, Indiana","$87,300 ","$64,600 ","$118,000 "
Data Scientist salaries,"Great Falls, Montana","$86,500 ","$65,400 ","$114,000 "
Data Scientist salaries,"Fayetteville, North Carolina","$86,500 ","$63,700 ","$118,000 "
Data Scientist salaries,"Modesto, California","$106,000 ","$76,400 ","$147,000 "
Data Scientist salaries,"La Crosse, Wisconsin","$82,400 ","$62,700 ","$108,000 "
Data Scientist salaries,"Tyler, Texas","$85,300 ","$62,400 ","$117,000 "
Data Scientist salaries,"Naples, Florida","$96,100 ","$70,700 ","$131,000 "
Data Scientist salaries,"Bryan/College Station, Texas","$86,500 ","$63,700 ","$118,000 "
Data Scientist salaries,"New London/Norwich, Connecticut","$96,600 ","$73,100 ","$128,000 "
Data Scientist salaries,"Fort Pierce, Florida","$87,400 ","$64,000 ","$119,000 "
Data Scientist salaries,"Charleston, West Virginia","$85,600 ","$61,200 ","$120,000 "
Data Scientist salaries,"Salinas, California","$116,000 ","$84,300 ","$160,000 "
Data Scientist salaries,"Lewiston/Auburn, Maine","$82,500 ","$58,600 ","$116,000 "
Data Scientist salaries,"Athens, Georgia","$84,200 ","$61,400 ","$115,000 "
Data Scientist salaries,"Waterloo, Iowa","$86,800 ","$65,400 ","$115,000 "
Data Scientist salaries,"Columbus, Georgia","$83,400 ","$61,500 ","$113,000 "
Data Scientist salaries,"Tuscaloosa, Alabama","$83,900 ","$62,100 ","$113,000 "
Data Scientist salaries,"Iowa City, Iowa","$85,800 ","$64,800 ","$114,000 "
Data Scientist salaries,"Dover, Delaware","$89,400 ","$66,200 ","$121,000 "
Data Scientist salaries,"Flagstaff, Arizona","$85,100 ","$62,800 ","$115,000 "
Data Scientist salaries,"McAllen, Texas","$85,900 ","$62,000 ","$119,000 "
Data Scientist salaries,"Sheboygan, Wisconsin","$91,100 ","$69,800 ","$119,000 "
Data Scientist salaries,"Bloomington/Normal, Illinois","$99,500 ","$72,200 ","$137,000 "
Data Scientist salaries,"Bangor, Maine","$83,500 ","$61,300 ","$114,000 "
Data Scientist salaries,"Utica, New York","$85,900 ","$63,000 ","$117,000 "
Data Scientist salaries,"Springfield, Illinois","$88,300 ","$63,600 ","$123,000 "
Data Scientist salaries,"Lawrence, Kansas","$86,600 ","$65,200 ","$115,000 "
Data Scientist salaries,"Greenville, North Carolina","$87,100 ","$65,000 ","$117,000 "
Data Scientist salaries,"Medford, Oregon","$92,700 ","$68,800 ","$125,000 "
Data Scientist salaries,"Joplin, Missouri","$77,900 ","$57,800 ","$105,000 "
Data Scientist salaries,"Eau Claire, Wisconsin","$88,000 ","$65,700 ","$118,000 "
Data Scientist salaries,"Huntington, West Virginia","$79,700 ","$57,900 ","$110,000 "
Data Scientist salaries,"Missoula, Montana","$83,900 ","$62,900 ","$112,000 "
Data Scientist salaries,"Billings, Montana","$92,800 ","$69,400 ","$124,000 "
Data Scientist salaries,"Sioux City, Iowa","$85,300 ","$64,900 ","$112,000 "
Data Scientist salaries,"State College, Pennsylvania","$87,100 ","$64,700 ","$117,000 "
Data Scientist salaries,"Erie, Pennsylvania","$83,200 ","$60,100 ","$115,000 "
Data Scientist salaries,"San Luis Obispo, California","$99,700 ","$72,600 ","$137,000 "
Data Scientist salaries,"Killeen/Temple, Texas","$84,900 ","$62,600 ","$115,000 "
Data Scientist salaries,"Lake Charles, Louisiana","$94,600 ","$66,300 ","$135,000 "
Data Scientist salaries,"Bellingham, Washington","$95,600 ","$70,800 ","$129,000 "
Data Scientist salaries,"Destin/Fort Walton Beach, Florida","$85,400 ","$63,400 ","$115,000 "
Data Scientist salaries,"Longview, Texas","$89,700 ","$65,900 ","$122,000 "
Data Scientist salaries,"Lynchburg, Virginia","$81,100 ","$59,200 ","$111,000 "
Data Scientist salaries,"Yakima, Washington","$92,000 ","$69,100 ","$123,000 "
Data Scientist salaries,"Jackson, Tennessee","$81,700 ","$60,200 ","$111,000 "
Data Scientist salaries,"Myrtle Beach, South Carolina","$80,200 ","$59,600 ","$108,000 "
Data Scientist salaries,"Janesville/Beloit, Wisconsin","$91,200 ","$70,100 ","$119,000 "
Data Scientist salaries,"Fort Smith, Arkansas","$81,400 ","$60,200 ","$110,000 "
Data Scientist salaries,"Lima, Ohio","$87,700 ","$65,700 ","$117,000 "
Data Scientist salaries,"Waco, Texas","$85,100 ","$62,000 ","$117,000 "
Data Scientist salaries,"Biloxi, Mississippi","$84,900 ","$62,400 ","$115,000 "
Data Scientist salaries,"Florence, Alabama","$82,700 ","$60,900 ","$112,000 "
Data Scientist salaries,"Bloomington, Indiana","$84,500 ","$62,100 ","$115,000 "
Data Scientist salaries,"Visalia, California","$101,000 ","$74,200 ","$138,000 "
Data Scientist salaries,"Glens Falls, New York","$86,500 ","$65,200 ","$115,000 "
Data Scientist salaries,"Casper, Wyoming","$98,300 ","$72,900 ","$133,000 "
Data Scientist salaries,"Ocala, Florida","$83,500 ","$61,200 ","$114,000 "
Data Scientist salaries,"Jonesboro, Arkansas","$82,700 ","$60,300 ","$113,000 "
Data Scientist salaries,"Dubuque, Iowa","$82,300 ","$62,200 ","$109,000 "
Data Scientist salaries,"Terre Haute, Indiana","$84,100 ","$61,500 ","$115,000 "
Data Scientist salaries,"Albany, Georgia","$81,000 ","$60,700 ","$108,000 "
Data Scientist salaries,"Barnstable/Yarmouth, Massachusetts","$105,000 ","$75,800 ","$146,000 "
Data Scientist salaries,"Redding, California","$93,700 ","$68,500 ","$128,000 "
Data Scientist salaries,"Grand Forks, North Dakota","$88,800 ","$68,500 ","$115,000 "
Data Scientist salaries,"Mansfield, Ohio","$85,800 ","$63,900 ","$115,000 "
Data Scientist salaries,"Bend, Oregon","$92,000 ","$65,000 ","$130,000 "
Data Scientist salaries,"Monroe, Louisiana","$84,600 ","$63,700 ","$112,000 "
Data Scientist salaries,"Sherman/Denison, Texas","$89,800 ","$66,400 ","$121,000 "
Data Scientist salaries,"Rocky Mount, North Carolina","$85,100 ","$63,400 ","$114,000 "
Data Scientist salaries,"Johnstown, Pennsylvania","$83,300 ","$59,200 ","$117,000 "
Data Scientist salaries,"Decatur, Illinois","$87,400 ","$64,700 ","$118,000 "
Data Scientist salaries,"Rapid City, South Dakota","$82,300 ","$63,100 ","$107,000 "
Data Scientist salaries,"Cheyenne, Wyoming","$87,800 ","$66,700 ","$116,000 "
Data Scientist salaries,"Chico, California","$97,100 ","$72,000 ","$131,000 "
Data Scientist salaries,"Benton Harbor, Michigan","$88,900 ","$67,200 ","$118,000 "
Data Scientist salaries,"Panama City, Florida","$84,300 ","$63,600 ","$112,000 "
Data Scientist salaries,"Abilene, Texas","$84,800 ","$62,000 ","$116,000 "
Data Scientist salaries,"Williamsport, Pennsylvania","$86,300 ","$64,300 ","$116,000 "
Data Scientist salaries,"Hattiesburg, Mississippi","$77,900 ","$57,400 ","$106,000 "
Data Scientist salaries,"Houma, Louisiana","$92,000 ","$67,600 ","$125,000 "
Data Scientist salaries,"Florence, South Carolina","$87,100 ","$64,300 ","$118,000 "
Data Scientist salaries,"Decatur, Alabama","$86,800 ","$62,400 ","$121,000 "
Data Scientist salaries,"Parkersburg, West Virginia","$84,500 ","$60,100 ","$119,000 "
Data Scientist salaries,"Pueblo, Colorado","$91,600 ","$67,800 ","$124,000 "
Data Scientist salaries,"Auburn, Alabama","$81,000 ","$59,300 ","$111,000 "
Data Scientist salaries,"Dothan, Alabama","$81,800 ","$60,000 ","$112,000 "
Data Scientist salaries,"Wheeling, West Virginia","$79,000 ","$58,400 ","$107,000 "
Data Scientist salaries,"Jacksonville, North Carolina","$82,400 ","$59,100 ","$115,000 "
Data Scientist salaries,"Jackson, Michigan","$96,100 ","$70,100 ","$132,000 "
Data Scientist salaries,"Sharon, Pennsylvania","$83,900 ","$64,300 ","$109,000 "
Data Scientist salaries,"Las Cruces, New Mexico","$82,200 ","$62,000 ","$109,000 "
Data Scientist salaries,"Kokomo, Indiana","$87,000 ","$64,800 ","$117,000 "
Data Scientist salaries,"Brownsville, Texas","$85,900 ","$62,000 ","$119,000 "
Data Scientist salaries,"Alexandria, Louisiana","$84,600 ","$61,600 ","$116,000 "
Data Scientist salaries,"Texarkana, Texas","$83,900 ","$61,200 ","$115,000 "
Data Scientist salaries,"Elmira, New York","$91,900 ","$68,900 ","$123,000 "
Data Scientist salaries,"Owensboro, Kentucky","$87,200 ","$64,800 ","$117,000 "
Data Scientist salaries,"Muncie, Indiana","$86,000 ","$67,100 ","$110,000 "
Data Scientist salaries,"Victoria, Texas","$95,100 ","$67,600 ","$134,000 "
Data Scientist salaries,"Bowling Green, KY","$81,800 ","$61,200 ","$109,000 "
Data Scientist salaries,"Pittsfield, Massachusetts","$95,400 ","$73,100 ","$125,000 "
Data Scientist salaries,"Altoona, Pennsylvania","$83,200 ","$62,300 ","$111,000 "
Data Scientist salaries,"Wichita Falls, Texas","$81,800 ","$59,700 ","$112,000 "
Data Scientist salaries,"Jamestown, New York","$85,100 ","$65,200 ","$111,000 "
Data Scientist salaries,"St. Joseph, Missouri","$85,000 ","$64,200 ","$113,000 "
Data Scientist salaries,"Danville, Virginia","$81,700 ","$58,900 ","$113,000 "
Data Scientist salaries,"Lawton, Oklahoma","$86,600 ","$64,800 ","$116,000 "
Data Scientist salaries,"Corvallis, Oregon","$100,000 ","$72,900 ","$138,000 "
Data Scientist salaries,"Pine Bluff, Arkansas","$87,000 ","$64,500 ","$117,000 "
Data Scientist salaries,"Laredo, Texas","$83,300 ","$61,800 ","$112,000 "
Data Scientist salaries,"San Angelo, Texas","$79,100 ","$57,700 ","$108,000 "
Data Scientist salaries,"Gadsden, Alabama","$82,600 ","$60,700 ","$112,000 "
Data Scientist salaries,"Anniston, Alabama","$82,000 ","$59,800 ","$112,000 "
Data Scientist salaries,"Punta Gorda, Florida","$86,200 ","$63,900 ","$116,000 "
Data Scientist salaries,"Enid, Oklahoma","$90,600 ","$64,700 ","$127,000 "
Data Scientist salaries,"Goldsboro, North Carolina","$83,500 ","$63,700 ","$109,000 "
Data Scientist salaries,"Merced, California","$106,000 ","$77,200 ","$146,000 "
Data Scientist salaries,"Yuma, Arizona","$94,600 ","$69,500 ","$129,000 "
Data Scientist salaries,"Sumter, South Carolina","$81,700 ","$60,200 ","$111,000 "
Data Scientist salaries,"Cumberland, Maryland","$81,400 ","$60,700 ","$109,000 "
Data Scientist salaries,"Yuba City, California","$101,000 ","$75,700 ","$135,000 "
Data Scientist salaries,"Steubenville, Ohio","$86,200 ","$62,900 ","$118,000 "
